,bus_stop,stop_code,stop_description,route_number,longitude,latitude,gps_speed,trip_start_time,adj_sched_time,adj_age,call_time,stop_id,start_time,stop_sequence,arrival_datetime,call_time_plus_adj
2410,4838,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:04,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2411,4838,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:04,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2412,4838,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:04,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2413,6406,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:05,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2414,6406,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:05,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2415,6406,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:05,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2416,6449,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:06,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2417,6449,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:06,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2418,6449,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:06,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2419,7971,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:07,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2420,7971,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:07,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2421,7971,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:07,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2422,890,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:08,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2423,890,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:08,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2424,890,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:08,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2425,4866,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:09,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2426,4866,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:09,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2427,4866,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:09,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2428,5243,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:10,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2429,5243,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:10,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2430,5243,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:10,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2431,4839,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:11,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2432,4839,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:11,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2433,4839,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:11,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2434,5242,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:12,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2435,5242,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:12,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2436,5242,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:12,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2437,6410,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:13,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2438,6410,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:13,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2439,6410,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:13,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2440,7367,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:14,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2441,7367,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:14,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2442,7367,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:14,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2443,7368,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:15,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2444,7368,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:15,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2445,7368,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:15,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2446,2093,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:16,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2447,2093,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:16,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2448,2093,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:16,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2449,2094,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:17,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2450,2094,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:17,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2451,2094,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:17,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2452,908,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:18,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2453,908,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:18,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2454,908,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:18,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2455,897,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:19,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2456,897,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:19,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2457,897,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:19,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2458,2786,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:20,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2459,2786,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:20,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2460,2786,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:20,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2461,5657,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:21,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2462,5657,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:21,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2463,5657,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:21,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2464,8016,4149,FIELDING / RANKIN,290,,,,15:41:00,27,-1,2023-11-29 16:56:22,,,,,"0      2023-11-29 17:09:39
1      2023-11-29 17:09:39
2      2023-11-29 17:09:39
3      2023-11-29 17:09:40
4      2023-11-29 17:09:40
               ...        
4196   2023-11-29 17:32:59
4197   2023-11-29 17:32:59
4198   2023-11-29 17:33:00
4199   2023-11-29 17:33:00
4200   2023-11-29 17:33:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2465,8016,4149,FIELDING / RANKIN,290,,,,16:06:00,52,-1,2023-11-29 16:56:22,,,,,"0      2023-11-29 17:34:39
1      2023-11-29 17:34:39
2      2023-11-29 17:34:39
3      2023-11-29 17:34:40
4      2023-11-29 17:34:40
               ...        
4196   2023-11-29 17:57:59
4197   2023-11-29 17:57:59
4198   2023-11-29 17:58:00
4199   2023-11-29 17:58:00
4200   2023-11-29 17:58:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
2466,8016,4149,FIELDING / RANKIN,290,,,,16:35:00,81,-1,2023-11-29 16:56:22,,,,,"0      2023-11-29 18:03:39
1      2023-11-29 18:03:39
2      2023-11-29 18:03:39
3      2023-11-29 18:03:40
4      2023-11-29 18:03:40
               ...        
4196   2023-11-29 18:26:59
4197   2023-11-29 18:26:59
4198   2023-11-29 18:27:00
4199   2023-11-29 18:27:00
4200   2023-11-29 18:27:00
Name: call_time, Length: 4201, dtype: datetime64[ns]"
