,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
0,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-01,2018,1,1,-7.8,,-18.3,,-13.1,,31.1,,0.0,,0.0,,,25.0,,52,
1,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-02,2018,1,2,-6.4,,-11.9,,-9.2,,27.2,,0.0,,0.0,,,24.0,,65,
2,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-03,2018,1,3,-4.9,,-10.3,,-7.6,,25.6,,0.0,,0.0,,,23.0,,63,
3,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-04,2018,1,4,-7.4,,-19.4,,-13.4,,31.4,,0.0,,0.0,,,34.0,,56,
4,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-05,2018,1,5,-14.8,,-20.7,,-17.8,,35.8,,0.0,,0.0,,,30.0,,48,
5,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-06,2018,1,6,-15.4,,-22.0,,-18.7,,36.7,,0.0,,0.0,,,28.0,,35,
6,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-07,2018,1,7,-0.5,,-17.1,,-8.8,,26.8,,0.0,,0.0,,,22.0,,63,
7,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-08,2018,1,8,2.8,,-1.2,,0.8,,17.2,,0.0,,0.7,,,23.0,,56,
8,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-09,2018,1,9,1.5,,-1.3,,0.1,,17.9,,0.0,,0.0,,,25.0,,35,
9,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-10,2018,1,10,3.2,,-1.5,,0.9,,17.1,,0.0,,0.7,,,,,<31,
10,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-11,2018,1,11,10.0,,1.8,,5.9,,12.1,,0.0,,8.8,,,,,<31,
11,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-12,2018,1,12,10.1,,-10.9,,-0.4,,18.4,,0.0,,15.3,,,33.0,,65,
12,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-13,2018,1,13,-10.8,,-14.1,,-12.5,,30.5,,0.0,,0.0,,,35.0,,65,
13,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-14,2018,1,14,-5.3,,-14.5,,-9.9,,27.9,,0.0,,0.0,,,13.0,,32,
14,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-15,2018,1,15,-4.7,,-8.1,,-6.4,,24.4,,0.0,,0.4,,,9.0,,52,
15,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-16,2018,1,16,-2.6,,-8.6,,-5.6,,23.6,,0.0,,0.2,,,24.0,,35,
16,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-17,2018,1,17,-4.7,,-10.4,,-7.6,,25.6,,0.0,,0.0,,,24.0,,67,
17,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-18,2018,1,18,-2.6,,-6.9,,-4.8,,22.8,,0.0,,0.0,,,23.0,,57,
18,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-19,2018,1,19,2.9,,-3.2,,-0.2,,18.2,,0.0,,0.0,,,23.0,,59,
19,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-20,2018,1,20,4.5,,0.0,,2.3,,15.7,,0.0,,0.0,,,24.0,,59,
20,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-21,2018,1,21,3.0,,-0.8,,1.1,,16.9,,0.0,,0.4,,,,,<31,
21,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-22,2018,1,22,2.4,,0.8,,1.6,,16.4,,0.0,,12.6,,,6.0,,59,
22,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-23,2018,1,23,6.8,,-3.8,,1.5,,16.5,,0.0,,1.1,,,28.0,,63,
23,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-24,2018,1,24,-3.8,,-10.0,,-6.9,,24.9,,0.0,,0.0,,,31.0,,50,
24,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-25,2018,1,25,-0.8,,-10.1,,-5.5,,23.5,,0.0,,0.0,,,,,<31,
25,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-26,2018,1,26,4.3,,-1.4,,1.5,,16.5,,0.0,,0.0,,,12.0,,33,
26,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-27,2018,1,27,6.8,,1.2,,4.0,,14.0,,0.0,,1.0,,,23.0,,44,
27,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-28,2018,1,28,5.0,,-1.2,,1.9,,16.1,,0.0,,0.0,,,,,<31,
28,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-29,2018,1,29,-1.0,,-6.1,,-3.6,,21.6,,0.0,,2.2,,,2.0,,43,
29,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-30,2018,1,30,-6.0,,-11.9,,-9.0,,27.0,,0.0,,0.0,,,31.0,,50,
30,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-01-31,2018,1,31,2.5,,-12.1,,-4.8,,22.8,,0.0,,0.0,,,22.0,,48,
31,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-01,2018,2,1,4.6,,-8.9,,-2.2,,20.2,,0.0,,0.0,,,27.0,,52,
32,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-02,2018,2,2,-7.7,,-14.4,,-11.1,,29.1,,0.0,,0.0,,,24.0,,56,
33,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-03,2018,2,3,0.7,,-8.9,,-4.1,,22.1,,0.0,,0.0,,,22.0,,63,
34,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-04,2018,2,4,1.5,,-8.5,,-3.5,,21.5,,0.0,,2.1,,,32.0,,61,
35,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-05,2018,2,5,-6.0,,-12.0,,-9.0,,27.0,,0.0,,0.0,,,24.0,,56,
36,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-06,2018,2,6,-3.5,,-8.1,,-5.8,,23.8,,0.0,,0.0,,,25.0,,41,
37,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-07,2018,2,7,-4.1,,-8.1,,-6.1,,24.1,,0.0,,5.0,,,34.0,,37,
38,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-08,2018,2,8,-5.8,,-9.2,,-7.5,,25.5,,0.0,,0.0,,,26.0,,56,
39,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-09,2018,2,9,-2.7,,-8.1,,-5.4,,23.4,,0.0,,2.4,,,27.0,,35,
40,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-10,2018,2,10,-2.9,,-4.3,,-3.6,,21.6,,0.0,,4.5,,,,,<31,
41,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-11,2018,2,11,-0.3,,-4.6,,-2.5,,20.5,,0.0,,2.9,,,7.0,,57,
42,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-12,2018,2,12,-1.9,,-8.2,,-5.1,,23.1,,0.0,,0.0,,,27.0,,43,
43,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-13,2018,2,13,-1.0,,-11.8,,-6.4,,24.4,,0.0,,0.0,,,,,<31,
44,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-14,2018,2,14,3.2,,-1.8,,0.7,,17.3,,0.0,,0.0,,,22.0,,41,
45,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-15,2018,2,15,7.7,,2.1,,4.9,,13.1,,0.0,,0.0,,,22.0,,41,
46,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-16,2018,2,16,5.2,,-4.4,,0.4,,17.6,,0.0,,0.0,,,32.0,,50,
47,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-17,2018,2,17,-0.2,,-4.8,,-2.5,,20.5,,0.0,,0.0,,,20.0,,46,
48,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-18,2018,2,18,3.4,,-1.3,,1.1,,16.9,,0.0,,0.0,,,19.0,,37,
49,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-19,2018,2,19,4.9,,-0.6,,2.2,,15.8,,0.0,,14.4,,,,,<31,
50,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-20,2018,2,20,11.7,,3.6,,7.7,,10.3,,0.0,,7.4,,,,,<31,
51,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-21,2018,2,21,12.1,,-0.9,,5.6,,12.4,,0.0,,6.2,,,33.0,,52,
52,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-22,2018,2,22,1.4,,-1.7,,-0.2,,18.2,,0.0,,0.0,,,7.0,,43,
53,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-23,2018,2,23,6.7,,-0.2,,3.3,,14.7,,0.0,,3.2,,,7.0,,50,
54,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-24,2018,2,24,6.1,,0.8,,3.5,,14.5,,0.0,,0.0,,,8.0,,52,
55,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-25,2018,2,25,9.6,,1.3,,5.5,,12.5,,0.0,,4.2,,,7.0,,72,
56,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-26,2018,2,26,7.9,,0.4,,4.2,,13.8,,0.0,,0.0,,,27.0,,46,
57,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-27,2018,2,27,9.1,,-0.9,,4.1,,13.9,,0.0,,0.0,,,22.0,,43,
58,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-02-28,2018,2,28,13.6,,0.0,,6.8,,11.2,,0.0,,0.0,,,30.0,,46,
59,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-01,2018,3,1,4.7,,0.2,,2.5,,15.5,,0.0,,3.8,,,5.0,,69,
60,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-02,2018,3,2,3.1,,-0.5,,1.3,,16.7,,0.0,,0.7,,,31.0,,56,
61,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-03,2018,3,3,4.8,,-2.4,,1.2,,16.8,,0.0,,0.0,,,33.0,,46,
62,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-04,2018,3,4,2.9,,-2.9,,0.0,,18.0,,0.0,,0.0,,,35.0,,48,
63,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-05,2018,3,5,1.4,,-5.1,,-1.9,,19.9,,0.0,,0.0,,,35.0,,33,
64,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-06,2018,3,6,2.1,,-0.5,,0.8,,17.2,,0.0,,0.0,,,7.0,,56,
65,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-07,2018,3,7,2.6,,-0.1,,1.3,,16.7,,0.0,,0.0,,,24.0,,41,
66,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-08,2018,3,8,0.3,,-2.5,,-1.1,,19.1,,0.0,,0.0,,,26.0,,41,
67,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-09,2018,3,9,5.7,,-1.8,,2.0,,16.0,,0.0,,0.0,,,27.0,,50,
68,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-10,2018,3,10,3.3,,-2.4,,0.5,,17.5,,0.0,,0.0,,,31.0,,39,
69,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-11,2018,3,11,4.2,,-3.3,,0.5,,17.5,,0.0,,0.0,,,29.0,,37,
70,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-12,2018,3,12,0.7,,-2.6,,-1.0,,19.0,,0.0,,0.0,,,,,<31,
71,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-13,2018,3,13,3.3,,-2.7,,0.3,,17.7,,0.0,,0.0,,,32.0,,44,
72,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-14,2018,3,14,2.1,,-2.8,,-0.4,,18.4,,0.0,,0.0,,,32.0,,54,
73,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-15,2018,3,15,5.5,,-3.8,,0.9,,17.1,,0.0,,0.0,,,30.0,,43,
74,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-16,2018,3,16,1.1,,-6.3,,-2.6,,20.6,,0.0,,0.0,,,29.0,,59,
75,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-17,2018,3,17,6.8,,-4.0,,1.4,,16.6,,0.0,,0.0,,,31.0,,44,
76,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-18,2018,3,18,5.9,,-4.1,,0.9,,17.1,,0.0,,0.0,,,7.0,,43,
77,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-19,2018,3,19,-0.4,,-6.2,,-3.3,,21.3,,0.0,,0.0,,,4.0,,39,
78,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-20,2018,3,20,0.9,,-5.1,,-2.1,,20.1,,0.0,,0.0,,,6.0,,48,
79,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-21,2018,3,21,6.6,,-3.3,,1.7,,16.3,,0.0,,0.0,,,4.0,,44,
80,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-22,2018,3,22,5.6,,-2.9,,1.4,,16.6,,0.0,,0.0,,,33.0,,41,
81,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-23,2018,3,23,5.5,,-3.3,,1.1,,16.9,,0.0,,0.0,,,32.0,,46,
82,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-24,2018,3,24,3.1,,-3.9,,-0.4,,18.4,,0.0,,0.0,,,3.0,,46,
83,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-25,2018,3,25,,M,-5.9,E,,M,,M,,M,0.0,,,35.0,,41,
84,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-26,2018,3,26,5.8,,0.4,,3.1,,14.9,,0.0,,0.0,,,7.0,,46,
85,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-27,2018,3,27,5.4,,2.6,,4.0,,14.0,,0.0,,4.8,,,,,<31,
86,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-28,2018,3,28,7.6,,0.9,,4.3,,13.7,,0.0,,0.0,,,29.0,,39,
87,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-29,2018,3,29,7.4,,2.5,,5.0,,13.0,,0.0,,16.5,,,5.0,,39,
88,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-30,2018,3,30,5.7,,0.1,,2.9,,15.1,,0.0,,0.0,,,33.0,,48,
89,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-03-31,2018,3,31,7.6,,0.2,,3.9,,14.1,,0.0,,3.2,,,22.0,,70,
90,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-01,2018,4,1,4.4,,-2.4,,1.0,,17.0,,0.0,,0.0,,,30.0,,70,
91,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-02,2018,4,2,5.7,,-1.6,,2.1,,15.9,,0.0,,0.0,,,20.0,,33,
92,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-03,2018,4,3,5.1,,2.0,,3.6,,14.4,,0.0,,20.5,,,7.0,,72,
93,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-04,2018,4,4,5.4,,-3.1,,1.2,,16.8,,0.0,,5.5,,,30.0,,98,
94,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-05,2018,4,5,2.8,,-3.8,,-0.5,,18.5,,0.0,,0.0,,,33.0,,50,
95,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-06,2018,4,6,5.2,,-2.4,,1.4,,16.6,,0.0,,1.4,,,26.0,,87,
96,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-07,2018,4,7,1.7,,-4.3,,-1.3,,19.3,,0.0,,0.0,,,29.0,,57,
97,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-08,2018,4,8,2.2,,-3.5,,-0.7,,18.7,,0.0,,0.0,,,28.0,,50,
98,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-09,2018,4,9,3.0,,-3.5,,-0.3,,18.3,,0.0,,0.0,,,,,<31,
99,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-10,2018,4,10,5.1,,-1.1,,2.0,,16.0,,0.0,,0.0,,,21.0,,39,
100,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-11,2018,4,11,5.2,,0.3,,2.8,,15.2,,0.0,,1.0,,,22.0,,41,
101,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-12,2018,4,12,12.7,,-0.8,,6.0,,12.0,,0.0,,2.9,,,30.0,,44,
102,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-13,2018,4,13,6.4,,2.9,,4.7,,13.3,,0.0,,4.3,,,7.0,,41,
103,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-14,2018,4,14,5.0,,-3.5,,0.8,,17.2,,0.0,,15.3,,,6.0,,72,
104,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-15,2018,4,15,1.5,,-2.6,,-0.6,,18.6,,0.0,,30.7,,,7.0,,100,
105,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-16,2018,4,16,3.2,,1.5,,2.4,,15.6,,0.0,,26.8,,,7.0,,76,
106,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-17,2018,4,17,2.1,,-1.2,,0.5,,17.5,,0.0,,0.0,,,26.0,,48,
107,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-18,2018,4,18,4.7,,1.1,,2.9,,15.1,,0.0,,0.0,,,29.0,,43,
108,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-19,2018,4,19,4.5,,1.1,,2.8,,15.2,,0.0,,0.0,,,30.0,,59,
109,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-20,2018,4,20,8.8,,-0.2,,4.3,,13.7,,0.0,,0.0,,,33.0,,35,
110,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-21,2018,4,21,11.3,,0.8,,6.1,,11.9,,0.0,,0.0,,,,,<31,
111,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-22,2018,4,22,12.6,,1.5,,7.1,,10.9,,0.0,,0.0,,,,,<31,
112,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-23,2018,4,23,12.5,,5.3,,8.9,,9.1,,0.0,,0.0,,,7.0,,44,
113,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-24,2018,4,24,15.0,,5.5,,10.3,,7.7,,0.0,,3.7,,,13.0,,32,
114,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-25,2018,4,25,9.1,,4.5,,6.8,,11.2,,0.0,,17.1,,,32.0,,44,
115,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-26,2018,4,26,13.2,,4.4,,8.8,,9.2,,0.0,,0.5,,,32.0,,41,
116,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-27,2018,4,27,11.0,,4.0,,7.5,,10.5,,0.0,,1.5,,,,,<31,
117,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-28,2018,4,28,9.1,,2.0,,5.6,,12.4,,0.0,,2.6,,,30.0,,44,
118,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-29,2018,4,29,10.9,,0.9,,5.9,,12.1,,0.0,,0.0,,,29.0,,54,
119,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-04-30,2018,4,30,18.4,,3.7,,11.1,,6.9,,0.0,,0.0,,,,,<31,
120,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-01,2018,5,1,15.4,,5.2,,10.3,,7.7,,0.0,,0.0,,,20.0,,44,
121,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-02,2018,5,2,16.0,,9.5,,12.8,,5.2,,0.0,,0.0,,,21.0,,43,
122,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-03,2018,5,3,19.2,,8.8,,14.0,,4.0,,0.0,,5.8,,,24.0,,35,
123,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-04,2018,5,4,20.0,,6.0,,13.0,,5.0,,0.0,,6.3,,,26.0,,117,
124,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-05,2018,5,5,19.3,,5.8,,12.6,,5.4,,0.0,,2.2,,,22.0,,48,
125,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-06,2018,5,6,16.0,,9.2,,12.6,,5.4,,0.0,,0.5,,,6.0,,33,
126,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-07,2018,5,7,14.5,,8.1,,11.3,,6.7,,0.0,,0.0,,,3.0,,35,
127,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-08,2018,5,8,13.6,,5.9,,9.8,,8.2,,0.0,,0.0,,,,,<31,
128,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-09,2018,5,9,16.1,,7.0,,11.6,,6.4,,0.0,,0.0,,,7.0,,37,
129,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-10,2018,5,10,20.6,,6.6,,13.6,,4.4,,0.0,,2.2,,,26.0,,57,
130,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-11,2018,5,11,9.6,,6.3,,8.0,,10.0,,0.0,,0.0,,,1.0,,37,
131,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-12,2018,5,12,13.2,,6.8,,10.0,,8.0,,0.0,,0.0,,,7.0,,33,
132,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-13,2018,5,13,14.1,,6.6,,10.4,,7.6,,0.0,,0.0,,,7.0,,32,
133,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-14,2018,5,14,18.1,,6.5,,12.3,,5.7,,0.0,,0.0,,,17.0,,32,
134,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-15,2018,5,15,19.9,,10.4,,15.2,,2.8,,0.0,,14.1,,,30.0,,32,
135,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-16,2018,5,16,14.1,,7.5,,10.8,,7.2,,0.0,,0.0,,,6.0,,44,
136,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-17,2018,5,17,21.3,,7.0,,14.2,,3.8,,0.0,,0.0,,,5.0,,44,
137,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-18,2018,5,18,14.1,,9.9,,12.0,,6.0,,0.0,,0.0,,,6.0,,63,
138,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-19,2018,5,19,11.9,,8.2,,10.1,,7.9,,0.0,,8.8,,,6.0,,52,
139,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-20,2018,5,20,20.6,,8.6,,14.6,,3.4,,0.0,,0.0,,,31.0,,37,
140,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-21,2018,5,21,19.8,,8.0,,13.9,,4.1,,0.0,,0.0,,,22.0,,32,
141,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-22,2018,5,22,14.8,,8.9,,11.9,,6.1,,0.0,,7.1,,,6.0,,33,
142,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-23,2018,5,23,26.5,,10.6,,18.6,,0.0,,0.6,,0.0,,,31.0,,39,
143,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-24,2018,5,24,27.3,,10.9,,19.1,,0.0,,1.1,,0.0,,,29.0,,41,
144,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-25,2018,5,25,22.5,,13.1,,17.8,,0.2,,0.0,,0.0,,,19.0,,41,
145,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-26,2018,5,26,25.8,,13.8,,19.8,,0.0,,1.8,,0.0,,,8.0,,32,
146,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-27,2018,5,27,19.5,,13.3,,16.4,,1.6,,0.0,,0.0,,,8.0,,32,
147,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-28,2018,5,28,28.6,,12.2,,20.4,,0.0,,2.4,,0.0,,,,,<31,
148,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-29,2018,5,29,23.1,,17.6,,20.4,,0.0,,2.4,,0.0,,,4.0,,35,
149,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-30,2018,5,30,23.5,,15.4,,19.5,,0.0,,1.5,,0.0,,,7.0,,41,
150,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-05-31,2018,5,31,24.2,,17.6,,20.9,,0.0,,2.9,,8.8,,,22.0,,56,
151,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-01,2018,6,1,28.5,,16.7,,22.6,,0.0,,4.6,,0.0,,,33.0,,41,
152,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-02,2018,6,2,18.2,,14.4,,16.3,,1.7,,0.0,,0.0,,,35.0,,37,
153,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-03,2018,6,3,18.1,,14.4,,16.3,,1.7,,0.0,,1.9,,,7.0,,46,
154,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-04,2018,6,4,,M,14.4,E,,M,,M,,M,0.5,,,27.0,,63,
155,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-05,2018,6,5,15.9,,11.7,,13.8,,4.2,,0.0,,0.3,,,28.0,,43,
156,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-06,2018,6,6,15.1,,11.2,,13.2,,4.8,,0.0,,0.0,,,33.0,,32,
157,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-07,2018,6,7,21.4,,11.4,,16.4,,1.6,,0.0,,0.0,,,,,<31,
158,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-08,2018,6,8,20.5,,14.5,,17.5,,0.5,,0.0,,0.0,,,6.0,,37,
159,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-09,2018,6,9,23.1,,13.4,,18.3,,0.0,,0.3,,0.0,,,,,<31,
160,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-10,2018,6,10,19.1,,14.8,,17.0,,1.0,,0.0,,0.0,,,7.0,,50,
161,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-11,2018,6,11,20.5,,14.9,,17.7,,0.3,,0.0,,0.0,,,6.0,,43,
162,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-12,2018,6,12,24.4,,13.2,,18.8,,0.0,,0.8,,0.0,,,,,<31,
163,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-13,2018,6,13,25.2,,14.6,,19.9,,0.0,,1.9,,5.5,,,27.0,,78,
164,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-14,2018,6,14,25.0,,13.8,,19.4,,0.0,,1.4,,0.0,,,30.0,,54,
165,-79.4,43.63,TORONTO CITY CENTRE,6158359,2018-06-15,2018,6,15,23.2,,11.9,,17.6,,0.4,,0.0,,0.0,,,,,<31,
