,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1459,-79.4,43.63,TORONTO CITY CENTRE,6158359,2019-12-31,2019,12,31,3.2,,-0.2,,1.5,,16.5,,0.0,,0.4,,,23.0,,55.0,
4745,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-01,2020,1,1,1.7,,-0.8,,0.5,,17.5,,0.0,,0.0,,,26.0,,52.0,
4746,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-02,2020,1,2,4.9,,1.6,,3.3,,14.7,,0.0,,0.0,,,21.0,,41.0,
4747,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-03,2020,1,3,7.2,,3.0,,5.1,,12.9,,0.0,,0.0,,,27.0,,32.0,
4748,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-04,2020,1,4,3.9,,0.3,,2.1,,15.9,,0.0,,1.4,,,29.0,,41.0,
4749,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-05,2020,1,5,1.7,,-0.9,,0.4,,17.6,,0.0,,2.3,,,21.0,,41.0,
4750,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-06,2020,1,6,3.0,,-0.7,,1.2,,16.8,,0.0,,0.0,,,29.0,,74.0,
4751,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-07,2020,1,7,3.8,,-3.5,,0.2,,17.8,,0.0,,0.0,,,26.0,,41.0,
4752,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-08,2020,1,8,0.8,,-7.5,,-3.4,,21.4,,0.0,,0.5,,,29.0,,59.0,
4753,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-09,2020,1,9,2.7,,-9.5,,-3.4,,21.4,,0.0,,0.0,,,8.0,,42.0,
4754,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-10,2020,1,10,6.0,,2.3,,4.2,,13.8,,0.0,,2.0,,,22.0,,42.0,
4755,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-11,2020,1,11,12.0,,2.0,,7.0,,11.0,,0.0,,60.4,,,6.0,,52.0,
4756,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-12,2020,1,12,2.1,,-5.1,,-1.5,,19.5,,0.0,,15.5,,,31.0,,54.0,
4757,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-13,2020,1,13,2.5,,-3.8,,-0.7,,18.7,,0.0,,0.0,,,8.0,,42.0,
4758,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-14,2020,1,14,,M,,M,,M,,M,,M,,M,,7.0,,42.0,
4759,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-15,2020,1,15,,M,,M,,M,,M,,M,0.0,,,28.0,,37.0,
4760,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-16,2020,1,16,3.0,,-10.0,,-3.5,,21.5,,0.0,,0.0,,,29.0,,65.0,
4761,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-17,2020,1,17,-6.6,,-13.1,,-9.9,,27.9,,0.0,,0.0,,,32.0,,35.0,
4762,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-18,2020,1,18,3.2,,-6.6,,-1.7,,19.7,,0.0,,11.0,,,25.0,,61.0,
4763,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-19,2020,1,19,1.5,,-9.9,,-4.2,,22.2,,0.0,,0.0,,,25.0,,55.0,
4764,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-20,2020,1,20,-4.1,,-12.9,,-8.5,,26.5,,0.0,,0.0,,,32.0,,37.0,
4765,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-21,2020,1,21,-1.9,,-6.4,,-4.2,,22.2,,0.0,,0.0,,,24.0,,45.0,
4766,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-22,2020,1,22,0.7,,-4.7,,-2.0,,20.0,,0.0,,0.0,,,22.0,,48.0,
4767,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-23,2020,1,23,2.1,,-2.8,,-0.4,,18.4,,0.0,,0.0,,,,M,,M
4768,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-24,2020,1,24,2.9,,1.1,,2.0,,16.0,,0.0,,21.8,,,7.0,,54.0,
4769,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-25,2020,1,25,3.3,,2.0,,2.7,,15.3,,0.0,,6.6,,,6.0,,54.0,
4770,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-26,2020,1,26,3.5,,1.4,,2.5,,15.5,,0.0,,0.7,,,24.0,,37.0,
4771,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-27,2020,1,27,2.6,,0.9,,1.8,,16.2,,0.0,,0.0,,,31.0,,37.0,
4772,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-28,2020,1,28,2.3,,-0.8,,0.8,,17.2,,0.0,,0.0,,,29.0,,33.0,
4773,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-29,2020,1,29,-0.8,,-6.4,,-3.6,,21.6,,0.0,,0.0,,,31.0,,33.0,
4774,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-30,2020,1,30,-1.1,,-4.3,,-2.7,,20.7,,0.0,,0.0,,,5.0,,32.0,
4775,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-01-31,2020,1,31,0.5,,-2.7,,-1.1,,19.1,,0.0,,0.0,,,,M,,M
4776,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-01,2020,2,1,1.1,,-2.0,,-0.5,,18.5,,0.0,,0.2,,,21.0,,33.0,
4777,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-02,2020,2,2,2.3,,0.2,,1.3,,16.7,,0.0,,4.5,,,23.0,,35.0,
4778,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-03,2020,2,3,5.5,,0.6,,3.1,,14.9,,0.0,,0.0,,,29.0,,46.0,
4779,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-04,2020,2,4,3.3,,-3.5,,-0.1,,18.1,,0.0,,0.0,,,30.0,,45.0,
4780,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-05,2020,2,5,-2.1,,-6.7,,-4.4,,22.4,,0.0,,0.5,,,33.0,,48.0,
4781,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-06,2020,2,6,-2.6,,-4.3,,-3.5,,21.5,,0.0,,3.0,,,3.0,,41.0,
4782,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-07,2020,2,7,-3.2,,-7.3,,-5.3,,23.3,,0.0,,0.2,,,30.0,,54.0,
4783,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-08,2020,2,8,-5.4,,-12.7,,-9.1,,27.1,,0.0,,0.0,,,,M,,M
4784,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-09,2020,2,9,2.2,,-6.3,,-2.1,,20.1,,0.0,,4.5,,,21.0,,45.0,
4785,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-10,2020,2,10,4.3,,0.8,,2.6,,15.4,,0.0,,0.0,,,28.0,,32.0,
4786,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-11,2020,2,11,2.8,,-0.7,,1.1,,16.9,,0.0,,0.0,,,27.0,,45.0,
4787,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-12,2020,2,12,1.6,,-2.2,,-0.3,,18.3,,0.0,,0.0,,,24.0,,42.0,
4788,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-13,2020,2,13,0.7,,-14.9,,-7.1,,25.1,,0.0,,1.0,,,32.0,,54.0,
4789,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-14,2020,2,14,-7.2,,-18.5,,-12.9,,30.9,,0.0,,0.0,,,25.0,,46.0,
4790,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-15,2020,2,15,1.3,,-7.7,,-3.2,,21.2,,0.0,,0.0,,,24.0,,65.0,
4791,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-16,2020,2,16,3.6,,-1.3,,1.2,,16.8,,0.0,,0.0,,,26.0,,52.0,
4792,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-17,2020,2,17,0.3,,-3.7,,-1.7,,19.7,,0.0,,0.0,,,7.0,,48.0,
4793,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-18,2020,2,18,5.4,,-0.6,,2.4,,15.6,,0.0,,5.8,,,26.0,,63.0,
4794,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-19,2020,2,19,0.3,,-5.3,,-2.5,,20.5,,0.0,,0.0,,,30.0,,55.0,
4795,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-20,2020,2,20,-4.5,,-8.4,,-6.5,,24.5,,0.0,,0.0,,,30.0,,35.0,
4796,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-21,2020,2,21,0.7,,-8.0,,-3.7,,21.7,,0.0,,0.0,,,22.0,,58.0,
4797,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-22,2020,2,22,4.3,,-2.6,,0.9,,17.1,,0.0,,0.0,,,26.0,,52.0,
4798,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-23,2020,2,23,5.8,,1.7,,3.8,,14.2,,0.0,,0.0,,,22.0,,33.0,
4799,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-24,2020,2,24,7.6,,1.5,,4.6,,13.4,,0.0,,0.0,,,1.0,,33.0,
4800,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-25,2020,2,25,5.9,,1.7,,3.8,,14.2,,0.0,,0.5,,,7.0,,35.0,
4801,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-26,2020,2,26,4.0,,-3.0,,0.5,,17.5,,0.0,,6.5,,,4.0,,39.0,
4802,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-27,2020,2,27,-2.4,,-5.0,,-3.7,,21.7,,0.0,,0.4,,,28.0,,87.0,
4803,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-28,2020,2,28,-2.9,,-8.9,,-5.9,,23.9,,0.0,,0.2,,,25.0,,78.0,
4804,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29,2020,2,29,-3.0,,-12.4,,-7.7,,25.7,,0.0,,0.0,,,28.0,,45.0,
4805,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-01,2020,3,1,2.9,,-7.2,,-2.2,,20.2,,0.0,,0.0,,,20.0,,32.0,
4806,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-02,2020,3,2,6.0,,0.9,,3.5,,14.5,,0.0,,4.0,,,27.0,,33.0,
4807,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-03,2020,3,3,4.9,,1.1,,3.0,,15.0,,0.0,,13.3,,,26.0,,48.0,
4808,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-04,2020,3,4,6.1,,2.0,,4.1,,13.9,,0.0,,0.0,,,30.0,,54.0,
4809,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-05,2020,3,5,4.2,,-0.6,,1.8,,16.2,,0.0,,0.0,,,32.0,,41.0,
4810,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-06,2020,3,6,3.7,,-0.5,,1.6,,16.4,,0.0,,1.3,,,7.0,,48.0,
4811,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-07,2020,3,7,3.0,,-5.0,,-1.0,,19.0,,0.0,,0.0,,,22.0,,37.0,
4812,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-08,2020,3,8,7.5,,1.3,,4.4,,13.6,,0.0,,0.0,,,20.0,,33.0,
4813,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-09,2020,3,9,10.9,,4.5,,7.7,,10.3,,0.0,,0.0,,,24.0,,41.0,
4814,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-10,2020,3,10,11.4,,-0.2,,5.6,,12.4,,0.0,,4.5,,,32.0,,54.0,
4815,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-11,2020,3,11,3.4,,-2.4,,0.5,,17.5,,0.0,,0.0,,,8.0,,42.0,
4816,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-12,2020,3,12,6.2,,0.6,,3.4,,14.6,,0.0,,0.5,,,6.0,,48.0,
4817,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-13,2020,3,13,8.8,,2.6,,5.7,,12.3,,0.0,,6.2,,,25.0,,80.0,
4818,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-14,2020,3,14,4.1,,0.6,,2.4,,15.6,,0.0,,0.0,,,29.0,,50.0,
4819,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-15,2020,3,15,2.4,,-1.8,,0.3,,17.7,,0.0,,0.0,,,35.0,,37.0,
4820,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-16,2020,3,16,2.5,,-1.1,,0.7,,17.3,,0.0,,0.4,,,7.0,,41.0,
4821,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-17,2020,3,17,8.6,,1.1,,4.9,,13.1,,0.0,,0.0,,,27.0,,58.0,
4822,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-18,2020,3,18,3.7,,-2.0,,0.9,,17.1,,0.0,,0.8,,,6.0,,46.0,
4823,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-19,2020,3,19,5.8,,2.8,,4.3,,13.7,,0.0,,2.9,,,7.0,,41.0,
4824,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-20,2020,3,20,14.7,,-3.3,,5.7,,12.3,,0.0,,1.5,,,27.0,,78.0,
4825,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-21,2020,3,21,-1.0,,-7.2,,-4.1,,22.1,,0.0,,0.0,,,34.0,,39.0,
4826,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-22,2020,3,22,2.5,,-4.2,,-0.9,,18.9,,0.0,,0.0,,,6.0,,50.0,
4827,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-23,2020,3,23,4.0,,0.3,,2.2,,15.8,,0.0,,10.1,,,7.0,,35.0,
4828,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-24,2020,3,24,5.0,,1.7,,3.4,,14.6,,0.0,,0.0,,,30.0,,35.0,
4829,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-25,2020,3,25,5.8,,2.0,,3.9,,14.1,,0.0,,0.0,,,8.0,,46.0,
4830,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-26,2020,3,26,12.9,,1.9,,7.4,,10.6,,0.0,,0.0,,,30.0,,42.0,
4831,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-27,2020,3,27,6.8,,2.9,,4.9,,13.1,,0.0,,0.0,,,,M,,M
4832,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-28,2020,3,28,6.1,,3.3,,4.7,,13.3,,0.0,,2.1,,,6.0,,67.0,
4833,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-29,2020,3,29,16.6,,4.6,,10.6,,7.4,,0.0,,10.2,,,24.0,,81.0,
4834,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-30,2020,3,30,8.4,,5.6,,7.0,,11.0,,0.0,,2.6,,,25.0,,50.0,
4835,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-03-31,2020,3,31,6.3,,4.2,,5.3,,12.7,,0.0,,0.4,,,7.0,,46.0,
4836,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-01,2020,4,1,8.7,,3.6,,6.2,,11.8,,0.0,,0.0,,,2.0,,35.0,
4837,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-02,2020,4,2,14.1,,4.0,,9.1,,8.9,,0.0,,0.0,,,30.0,,50.0,
4838,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-03,2020,4,3,11.9,,3.0,,7.5,,10.5,,0.0,,0.5,,,32.0,,39.0,
4839,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-04,2020,4,4,10.0,,5.4,,7.7,,10.3,,0.0,,0.0,,,,M,,M
4840,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-05,2020,4,5,11.4,,3.7,,7.6,,10.4,,0.0,,0.0,,,33.0,,37.0,
4841,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-06,2020,4,6,12.1,,1.0,,6.6,,11.4,,0.0,,0.0,,,,M,,M
4842,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-07,2020,4,7,11.5,,3.9,,7.7,,10.3,,0.0,,8.0,,,35.0,,33.0,
4843,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-08,2020,4,8,14.6,,5.8,,10.2,,7.8,,0.0,,0.8,,,28.0,,42.0,
4844,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-09,2020,4,9,9.6,,2.4,,6.0,,12.0,,0.0,,8.2,,,32.0,,65.0,
4845,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-10,2020,4,10,7.6,,1.5,,4.6,,13.4,,0.0,,0.0,,,30.0,,68.0,
4846,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-11,2020,4,11,8.6,,0.3,,4.5,,13.5,,0.0,,0.0,,,27.0,,50.0,
4847,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-12,2020,4,12,10.8,,3.5,,7.2,,10.8,,0.0,,0.2,,,7.0,,39.0,
4848,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-13,2020,4,13,13.7,,3.5,,8.6,,9.4,,0.0,,14.8,,,28.0,,85.0,
4849,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-14,2020,4,14,6.7,,0.3,,3.5,,14.5,,0.0,,0.0,,,26.0,,63.0,
4850,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-15,2020,4,15,5.1,,-1.2,,2.0,,16.0,,0.0,,0.0,,,26.0,,50.0,
4851,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-16,2020,4,16,5.2,,-2.0,,1.6,,16.4,,0.0,,0.0,,,27.0,,67.0,
4852,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-17,2020,4,17,5.4,,-0.1,,2.7,,15.3,,0.0,,0.0,,,20.0,,39.0,
4853,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-18,2020,4,18,8.0,,-0.9,,3.6,,14.4,,0.0,,0.0,,,21.0,,45.0,
4854,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-19,2020,4,19,10.9,,0.8,,5.9,,12.1,,0.0,,0.2,,,29.0,,54.0,
4855,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-20,2020,4,20,5.3,,-0.2,,2.6,,15.4,,0.0,,0.0,,,,M,,M
4856,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-21,2020,4,21,7.0,,-1.0,,3.0,,15.0,,0.0,,0.8,,,27.0,,72.0,
4857,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-22,2020,4,22,6.7,,-1.5,,2.6,,15.4,,0.0,,0.0,,,29.0,,61.0,
4858,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-23,2020,4,23,5.3,,-0.7,,2.3,,15.7,,0.0,,0.0,,,6.0,,45.0,
4859,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-24,2020,4,24,9.7,,4.3,,7.0,,11.0,,0.0,,0.0,,,5.0,,48.0,
4860,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-25,2020,4,25,11.7,,1.2,,6.5,,11.5,,0.0,,0.0,,,5.0,,35.0,
4861,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-26,2020,4,26,11.5,,6.1,,8.8,,9.2,,0.0,,1.9,,,6.0,,52.0,
4862,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-27,2020,4,27,13.1,,6.1,,9.6,,8.4,,0.0,,0.0,,,,M,,M
4863,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-28,2020,4,28,9.4,,5.7,,7.6,,10.4,,0.0,,0.0,,,8.0,,52.0,
4864,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-29,2020,4,29,12.2,,6.6,,9.4,,8.6,,0.0,,0.4,,,6.0,,65.0,
4865,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-04-30,2020,4,30,10.7,,6.9,,8.8,,9.2,,0.0,,10.7,,,6.0,,55.0,
4866,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-01,2020,5,1,16.6,,6.7,,11.7,,6.3,,0.0,,0.4,,,30.0,,37.0,
4867,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-02,2020,5,2,13.5,,5.5,,9.5,,8.5,,0.0,,0.8,,,7.0,,35.0,
4868,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-03,2020,5,3,21.9,,5.9,,13.9,,4.1,,0.0,,0.0,,,29.0,,52.0,
4869,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-04,2020,5,4,11.8,,3.8,,7.8,,10.2,,0.0,,0.0,,,30.0,,48.0,
4870,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-05,2020,5,5,7.7,,2.4,,5.1,,12.9,,0.0,,0.0,,,,M,,M
4871,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-06,2020,5,6,10.5,,5.2,,7.9,,10.1,,0.0,,0.0,,,,M,,M
4872,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-07,2020,5,7,11.6,,3.3,,7.5,,10.5,,0.0,,4.2,,,29.0,,52.0,
4873,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-08,2020,5,8,6.0,,-1.4,,2.3,,15.7,,0.0,,0.0,,,33.0,,50.0,
4874,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-09,2020,5,9,6.8,,-1.9,,2.5,,15.5,,0.0,,0.0,,,30.0,,72.0,
4875,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-10,2020,5,10,8.9,,1.9,,5.4,,12.6,,0.0,,0.0,,,,M,,M
4876,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-11,2020,5,11,8.5,,0.7,,4.6,,13.4,,0.0,,4.5,,,27.0,,48.0,
4877,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-12,2020,5,12,8.9,,-0.1,,4.4,,13.6,,0.0,,0.0,,,28.0,,46.0,
4878,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-13,2020,5,13,11.3,,-0.5,,5.4,,12.6,,0.0,,0.0,,,,M,,M
4879,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-14,2020,5,14,9.1,,5.8,,7.5,,10.5,,0.0,,2.9,,,7.0,,37.0,
4880,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-15,2020,5,15,16.7,,6.2,,11.5,,6.5,,0.0,,9.6,,,32.0,,35.0,
4881,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-16,2020,5,16,14.9,,9.2,,12.1,,5.9,,0.0,,0.0,,,,M,,M
4882,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-17,2020,5,17,13.8,,9.2,,11.5,,6.5,,0.0,,1.7,,,7.0,,52.0,
4883,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-18,2020,5,18,13.6,,9.9,,11.8,,6.2,,0.0,,7.3,,,6.0,,63.0,
4884,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-19,2020,5,19,16.3,,9.9,,13.1,,4.9,,0.0,,0.0,,,6.0,,61.0,
4885,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-20,2020,5,20,16.8,,9.5,,13.2,,4.8,,0.0,,0.0,,,6.0,,45.0,
4886,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-21,2020,5,21,15.3,,7.4,,11.4,,6.6,,0.0,,0.0,,,11.0,,33.0,
4887,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-22,2020,5,22,19.7,,7.4,,13.6,,4.4,,0.0,,0.0,,,,M,,M
4888,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-23,2020,5,23,21.2,,10.6,,15.9,,2.1,,0.0,,0.0,,,,M,,M
4889,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-24,2020,5,24,19.9,,14.1,,17.0,,1.0,,0.0,,0.0,,,7.0,,33.0,
4890,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-25,2020,5,25,26.2,,13.9,,20.1,,0.0,,2.1,,0.0,,,,M,,M
4891,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-26,2020,5,26,25.8,,14.0,,19.9,,0.0,,1.9,,0.0,,,,M,,M
4892,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-27,2020,5,27,25.0,,14.6,,19.8,,0.0,,1.8,,0.0,,,,M,,M
4893,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-28,2020,5,28,20.6,,16.3,,18.5,,0.0,,0.5,,7.2,,,,M,,M
4894,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-29,2020,5,29,21.3,,13.0,,17.2,,0.8,,0.0,,3.2,,,34.0,,42.0,
4895,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-30,2020,5,30,18.9,,9.9,,14.4,,3.6,,0.0,,0.0,,,32.0,,54.0,
4896,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-05-31,2020,5,31,16.3,,7.8,,12.1,,5.9,,0.0,,0.0,,,30.0,,46.0,
4897,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-06-01,2020,6,1,23.6,,8.9,,16.3,,1.7,,0.0,,0.0,,,28.0,,42.0,
4898,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-06-02,2020,6,2,21.7,,11.4,,16.6,,1.4,,0.0,,15.2,,,6.0,,48.0,
4899,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-06-03,2020,6,3,28.0,,11.9,,20.0,,0.0,,2.0,,4.0,,,27.0,,46.0,
4900,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-06-04,2020,6,4,24.6,,13.4,,19.0,,0.0,,1.0,,0.0,,,18.0,,35.0,
4901,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-06-05,2020,6,5,24.9,,14.1,,19.5,,0.0,,1.5,,22.5,,,22.0,,59.0,
4902,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-06-06,2020,6,6,24.8,,15.8,,20.3,,0.0,,2.3,,0.0,,,31.0,,46.0,
4903,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-06-07,2020,6,7,20.5,,13.6,,17.1,,0.9,,0.0,,0.0,,,24.0,,35.0,
4904,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-06-08,2020,6,8,21.1,,11.6,,16.4,,1.6,,0.0,,0.0,,,,M,,M
